Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Other Rabi pulses,2022,Whole Year,Madhya Pradesh,2637.56,4499.48,719.72,322269.63,552.37,1.71
Potato,2022,Whole Year,Madhya Pradesh,5971.08,242506.25,719.72,571789.6,2522.61,40.61
Rapeseed &Mustard,2022,Whole Year,Madhya Pradesh,8084.45,10479.89,719.72,1606001.66,2410.58,1.3
Rice,2022,Whole Year,Madhya Pradesh,2287.57,7458.98,719.72,270149.99,604.28,3.26
Sesamum,2022,Whole Year,Madhya Pradesh,6990.21,9479.87,719.72,968657.64,1740.21,1.36
Small millets,2022,Whole Year,Madhya Pradesh,9694.56,9413.48,719.72,1875214.87,4720.63,0.97
Sugarcane,2022,Whole Year,Madhya Pradesh,3241.31,231633.93,719.72,346247.41,1024.7,71.46
Sweet potato,2022,Whole Year,Madhya Pradesh,3327.7,7863.37,719.72,324848.73,887.76,2.36
Tapioca,2022,Whole Year,Madhya Pradesh,3758.41,9166.59,719.72,528214.52,1407.75,2.44
Tobacco,2022,Whole Year,Madhya Pradesh,4948.15,5043.93,719.72,834782.99,1755.39,1.02
Turmeric,2022,Whole Year,Madhya Pradesh,4957.04,9369.44,719.72,703625.47,1744.33,1.89
Wheat,2022,Whole Year,Madhya Pradesh,398.14,1546.16,719.72,67879.12,133.93,3.88
Bajra,2022,Whole Year,Madhya Pradesh,1272.72,2405.7,719.72,218451.68,258.53,1.89
Black pepper,2022,Whole Year,Madhya Pradesh,1850.48,3482.92,719.72,252623.98,433.6,1.88
Cardamom,2022,Whole Year,Madhya Pradesh,8313.55,11569.1,719.72,1425603.67,2792.31,1.39
Coriander,2022,Whole Year,Madhya Pradesh,1815.3,1841.66,719.72,213337.63,879.79,1.01
Garlic,2022,Whole Year,Madhya Pradesh,9873.49,14378.97,719.72,1260136.66,4271.66,1.46
Ginger,2022,Whole Year,Madhya Pradesh,6310.2,5682.94,719.72,831920.94,2337.98,0.9
Groundnut,2022,Whole Year,Madhya Pradesh,3744.86,3292.63,719.72,402893.7,1678.5,0.88
Horse-gram,2022,Whole Year,Madhya Pradesh,4934.6,9044.87,719.72,600245.37,1341.5,1.83
Jowar,2022,Whole Year,Madhya Pradesh,2691.15,3663.71,719.72,377073.26,1120.42,1.36
Ragi,2022,Whole Year,Madhya Pradesh,3072.46,5359.26,719.72,613352.88,1150.58,1.74
Cashewnut,2022,Whole Year,Madhya Pradesh,2618.81,4660.62,719.72,285943.11,772.57,1.78
Banana,2022,Whole Year,Madhya Pradesh,2148.98,108102.32,719.72,420792.48,932.44,50.3
Soyabean,2022,Whole Year,Madhya Pradesh,8935.75,8352.45,719.72,732715.13,3817.29,0.93
Barley,2022,Whole Year,Madhya Pradesh,3519.33,6915.08,719.72,685546.7,1322.25,1.96
Khesari,2022,Whole Year,Madhya Pradesh,5067.28,9476.33,719.72,456786.88,1110.06,1.87
Masoor,2022,Whole Year,Madhya Pradesh,6900.99,10335.13,719.72,1213729.24,3241.51,1.5
Moong(Green Gram),2022,Whole Year,Madhya Pradesh,9403.18,15094.58,719.72,772704.12,3999.15,1.61
Other Kharif pulses,2022,Whole Year,Madhya Pradesh,6539.27,5189.35,719.72,1007416.64,1918.8,0.79
Safflower,2022,Whole Year,Madhya Pradesh,8117.77,13458.39,719.72,723213.25,2506.69,1.66
Sannhamp,2022,Whole Year,Madhya Pradesh,713.15,893.41,719.72,125960.56,219.5,1.25
Sunflower,2022,Whole Year,Madhya Pradesh,7721.04,10952.71,719.72,984715.89,2587.38,1.42
Urad,2022,Whole Year,Madhya Pradesh,136.85,208.85,719.72,21187.17,55.54,1.53
Peas & beans (Pulses),2022,Whole Year,Madhya Pradesh,9559.46,13693.24,719.72,860393.73,3745.18,1.43
other oilseeds,2022,Whole Year,Madhya Pradesh,4206.92,3699.74,719.72,718465.33,1648.48,0.88
Other Cereals,2022,Whole Year,Madhya Pradesh,6677.38,7806.82,719.72,1258321.81,2323.06,1.17
Cowpea(Lobia),2022,Whole Year,Madhya Pradesh,3252.01,3523.95,719.72,499031.4,1138.21,1.08
Oilseeds total,2022,Whole Year,Madhya Pradesh,8623.82,8389.91,719.72,1309447.26,2328.73,0.97
Guar seed,2022,Whole Year,Madhya Pradesh,7990.68,11234.49,719.72,712774.94,3988.4,1.41
Other Summer Pulses,2022,Whole Year,Madhya Pradesh,9997.13,22246.86,719.72,1607117.19,3426.7,2.23
Moth,2022,Whole Year,Madhya Pradesh,500.06,831.5,719.72,91907.6,145.74,1.66
Cotton(lint),2022,Kharif,Madhya Pradesh,9512.14,18182.0,719.72,1667748.83,2245.33,1.91
Maize,2022,Kharif,Madhya Pradesh,3599.61,10615.47,719.72,602298.93,927.83,2.95
Rice,2022,Kharif,Madhya Pradesh,2718.23,11287.76,719.72,238258.15,1132.33,4.15
Groundnut,2022,Kharif,Madhya Pradesh,4691.6,8240.28,719.72,849919.8,1112.58,1.76
Soyabean,2022,Kharif,Madhya Pradesh,8109.8,5990.87,719.72,1418902.87,1807.78,0.74
Gram,2022,Rabi,Madhya Pradesh,2931.09,4710.87,719.72,564890.78,896.05,1.61
Potato,2022,Rabi,Madhya Pradesh,8184.05,705977.86,719.72,811591.86,2886.49,86.26
Rapeseed &Mustard,2022,Rabi,Madhya Pradesh,4135.37,6040.04,719.72,404804.48,1836.92,1.46
Wheat,2022,Rabi,Madhya Pradesh,1491.88,5486.2,719.72,281457.63,447.86,3.68
Arecanut,2022,Autumn,Madhya Pradesh,3972.92,5324.88,719.72,648978.83,1750.87,1.34
Arhar/Tur,2022,Autumn,Madhya Pradesh,4445.42,6854.69,719.72,825239.29,1328.61,1.54
Castor seed,2022,Autumn,Madhya Pradesh,5849.58,3987.19,719.72,1057959.55,2629.32,0.68
Cotton(lint),2022,Autumn,Madhya Pradesh,5724.99,12895.02,719.72,821729.9,2252.58,2.25
Dry chillies,2022,Autumn,Madhya Pradesh,5797.62,6714.67,719.72,469474.84,1569.54,1.16
Gram,2022,Autumn,Madhya Pradesh,3044.75,4914.26,719.72,390889.85,852.93,1.61
Jute,2022,Autumn,Madhya Pradesh,1733.87,1468.18,719.72,206370.5,565.14,0.85
Linseed,2022,Autumn,Madhya Pradesh,9033.56,17489.83,719.72,806292.38,2172.07,1.94
Maize,2022,Autumn,Madhya Pradesh,2720.67,8697.43,719.72,491372.1,1315.04,3.2
Mesta,2022,Autumn,Madhya Pradesh,1204.73,1217.23,719.72,205400.71,490.02,1.01
Niger seed,2022,Autumn,Madhya Pradesh,4152.89,5965.64,719.72,333559.91,1734.62,1.44
Onion,2022,Autumn,Madhya Pradesh,9221.51,15401.37,719.72,1308040.64,2418.51,1.67
Other Rabi pulses,2022,Autumn,Madhya Pradesh,1590.18,2457.46,719.72,238231.88,670.8,1.55
Potato,2022,Autumn,Madhya Pradesh,9869.01,439889.77,719.72,1708652.99,2678.58,44.57
Rapeseed &Mustard,2022,Autumn,Madhya Pradesh,8438.3,14827.62,719.72,909425.18,2623.05,1.76
Rice,2022,Autumn,Madhya Pradesh,5065.84,17023.8,719.72,416152.82,1807.51,3.36
Sesamum,2022,Autumn,Madhya Pradesh,1771.88,1420.31,719.72,188688.4,877.76,0.8
Small millets,2022,Autumn,Madhya Pradesh,444.83,473.58,719.72,42176.91,174.63,1.06
Sugarcane,2022,Autumn,Madhya Pradesh,1537.61,75442.5,719.72,254666.16,585.55,49.06
Sweet potato,2022,Autumn,Madhya Pradesh,815.42,1780.35,719.72,66779.51,394.64,2.18
Tapioca,2022,Autumn,Madhya Pradesh,902.39,952.36,719.72,77883.45,322.91,1.06
Tobacco,2022,Autumn,Madhya Pradesh,3517.91,5122.68,719.72,515401.56,906.78,1.46
Turmeric,2022,Autumn,Madhya Pradesh,9073.94,13861.59,719.72,1434743.88,3927.52,1.53
Wheat,2022,Autumn,Madhya Pradesh,7999.41,21207.5,719.72,641533.16,2612.21,2.65
Bajra,2022,Autumn,Madhya Pradesh,6817.09,16679.6,719.72,1257526.16,3042.41,2.45
Black pepper,2022,Autumn,Madhya Pradesh,8395.85,11187.11,719.72,1342036.79,3813.65,1.33
Cardamom,2022,Autumn,Madhya Pradesh,9968.3,23560.35,719.72,1444699.2,3611.81,2.36
Coriander,2022,Autumn,Madhya Pradesh,4717.27,10082.04,719.72,745306.47,1108.13,2.14
Garlic,2022,Autumn,Madhya Pradesh,5222.92,5321.91,719.72,623008.48,2529.38,1.02
Ginger,2022,Autumn,Madhya Pradesh,1927.81,3163.98,719.72,364398.95,675.39,1.64
Groundnut,2022,Autumn,Madhya Pradesh,1955.81,1319.84,719.72,306077.85,516.83,0.67
Horse-gram,2022,Autumn,Madhya Pradesh,3449.4,5311.77,719.72,545813.77,1418.9,1.54
Jowar,2022,Autumn,Madhya Pradesh,2701.72,2166.81,719.72,429307.72,952.62,0.8
Ragi,2022,Autumn,Madhya Pradesh,8345.68,17516.09,719.72,827326.27,3753.78,2.1
Cashewnut,2022,Autumn,Madhya Pradesh,7561.84,10712.88,719.72,1238917.86,1633.36,1.42
Banana,2022,Autumn,Madhya Pradesh,1809.26,103004.92,719.72,287719.22,825.62,56.93
Soyabean,2022,Autumn,Madhya Pradesh,8683.52,14883.74,719.72,951484.0,3326.5,1.71
Barley,2022,Autumn,Madhya Pradesh,2535.51,6168.4,719.72,410171.99,881.77,2.43
Khesari,2022,Autumn,Madhya Pradesh,4319.76,3552.61,719.72,509881.26,1022.04,0.82
Masoor,2022,Autumn,Madhya Pradesh,1251.39,2203.89,719.72,132352.98,541.16,1.76
Moong(Green Gram),2022,Autumn,Madhya Pradesh,5638.1,4854.6,719.72,801533.27,2705.22,0.86
Other Kharif pulses,2022,Autumn,Madhya Pradesh,6236.21,12127.7,719.72,790206.64,1410.19,1.94
Safflower,2022,Autumn,Madhya Pradesh,2192.14,4743.71,719.72,338658.09,782.73,2.16
Sannhamp,2022,Autumn,Madhya Pradesh,7275.08,14397.73,719.72,775761.11,3064.31,1.98
Sunflower,2022,Autumn,Madhya Pradesh,1164.92,1575.86,719.72,169461.77,379.45,1.35
Urad,2022,Autumn,Madhya Pradesh,8020.59,7293.23,719.72,1382343.19,2137.41,0.91
Peas & beans (Pulses),2022,Autumn,Madhya Pradesh,7729.86,8663.0,719.72,710413.14,2486.92,1.12
other oilseeds,2022,Autumn,Madhya Pradesh,9509.24,11111.95,719.72,836388.35,3994.59,1.17
Other Cereals,2022,Autumn,Madhya Pradesh,915.34,2053.44,719.72,84793.0,187.61,2.24
Cowpea(Lobia),2022,Autumn,Madhya Pradesh,2242.64,3450.67,719.72,404386.48,746.98,1.54
Oilseeds total,2022,Autumn,Madhya Pradesh,4319.38,8403.97,719.72,751524.35,1920.17,1.95
Guar seed,2022,Autumn,Madhya Pradesh,9122.77,16892.13,719.72,1670833.17,2943.08,1.85
Other Summer Pulses,2022,Autumn,Madhya Pradesh,6537.97,9689.61,719.72,536552.48,2958.43,1.48
Moth,2022,Autumn,Madhya Pradesh,159.17,307.57,719.72,22331.35,65.51,1.93
Arecanut,2022,Summer,Madhya Pradesh,5764.13,4751.24,719.72,465640.03,1631.37,0.82
Arhar/Tur,2022,Summer,Madhya Pradesh,9618.98,17824.07,719.72,1612325.61,2611.87,1.85
Castor seed,2022,Summer,Madhya Pradesh,9886.82,10463.96,719.72,1889729.24,3638.33,1.06
Cotton(lint),2022,Summer,Madhya Pradesh,9414.06,15528.15,719.72,1508228.67,2321.01,1.65
Dry chillies,2022,Summer,Madhya Pradesh,2373.64,2577.65,719.72,221860.89,495.5,1.09
Gram,2022,Summer,Madhya Pradesh,4538.19,3196.5,719.72,469641.4,1144.63,0.7
Jute,2022,Summer,Madhya Pradesh,6328.71,5105.49,719.72,1075173.81,2091.32,0.81
Linseed,2022,Summer,Madhya Pradesh,6389.32,11574.52,719.72,823364.8,2940.57,1.81
Maize,2022,Summer,Madhya Pradesh,321.82,1090.43,719.72,52937.25,114.81,3.39
Mesta,2022,Summer,Madhya Pradesh,9382.58,17273.55,719.72,1758782.85,2627.23,1.84
Niger seed,2022,Summer,Madhya Pradesh,1974.43,3922.29,719.72,341698.99,638.03,1.99
Onion,2022,Summer,Madhya Pradesh,8953.39,5286.21,719.72,1505051.49,2012.35,0.59
Other Rabi pulses,2022,Summer,Madhya Pradesh,719.11,1376.67,719.72,117800.16,271.6,1.91
Potato,2022,Summer,Madhya Pradesh,4323.18,198084.77,719.72,603009.33,1181.44,45.82
Rapeseed &Mustard,2022,Summer,Madhya Pradesh,2315.75,4683.97,719.72,345919.72,936.91,2.02
Rice,2022,Summer,Madhya Pradesh,8285.55,37790.5,719.72,1316522.81,2462.69,4.56
Sesamum,2022,Summer,Madhya Pradesh,4441.75,6935.6,719.72,635374.99,1591.34,1.56
Small millets,2022,Summer,Madhya Pradesh,6354.87,4421.07,719.72,981213.2,2797.98,0.7
Sugarcane,2022,Summer,Madhya Pradesh,677.35,36003.97,719.72,105385.58,316.78,53.15
Sweet potato,2022,Summer,Madhya Pradesh,967.09,1168.48,719.72,77378.43,275.96,1.21
Tapioca,2022,Summer,Madhya Pradesh,5136.38,3213.87,719.72,518621.19,1397.92,0.63
Tobacco,2022,Summer,Madhya Pradesh,2338.25,4009.03,719.72,254838.57,865.26,1.71
Turmeric,2022,Summer,Madhya Pradesh,6682.58,6337.94,719.72,604550.41,2176.87,0.95
Wheat,2022,Summer,Madhya Pradesh,2001.87,4728.84,719.72,247127.46,654.46,2.36
Bajra,2022,Summer,Madhya Pradesh,8333.32,7399.44,719.72,877398.05,2219.73,0.89
Black pepper,2022,Summer,Madhya Pradesh,1647.61,2406.49,719.72,245166.92,795.2,1.46
Cardamom,2022,Summer,Madhya Pradesh,9899.36,8963.21,719.72,932293.22,3525.81,0.91
Coriander,2022,Summer,Madhya Pradesh,3512.26,6090.46,719.72,626343.62,1186.22,1.73
Garlic,2022,Summer,Madhya Pradesh,1447.7,1709.29,719.72,155363.93,598.67,1.18
Ginger,2022,Summer,Madhya Pradesh,5328.31,6245.64,719.72,638311.85,2376.36,1.17
Groundnut,2022,Summer,Madhya Pradesh,3588.38,5294.81,719.72,532900.81,1717.5,1.48
Horse-gram,2022,Summer,Madhya Pradesh,361.71,834.3,719.72,68842.97,119.59,2.31
Jowar,2022,Summer,Madhya Pradesh,9825.31,16616.75,719.72,1226154.08,3951.05,1.69
Ragi,2022,Summer,Madhya Pradesh,1107.69,2168.23,719.72,175014.99,229.23,1.96
Cashewnut,2022,Summer,Madhya Pradesh,6618.58,6494.1,719.72,892057.49,2012.85,0.98
Banana,2022,Summer,Madhya Pradesh,7424.13,305065.22,719.72,869625.01,1636.62,41.09
Soyabean,2022,Summer,Madhya Pradesh,8568.48,7213.74,719.72,1293231.12,3460.06,0.84
Barley,2022,Summer,Madhya Pradesh,8122.35,20457.01,719.72,1500934.45,3465.21,2.52
Khesari,2022,Summer,Madhya Pradesh,1907.34,2370.76,719.72,372927.07,487.75,1.24
Masoor,2022,Summer,Madhya Pradesh,3627.55,4839.94,719.72,655693.07,903.35,1.33
Moong(Green Gram),2022,Summer,Madhya Pradesh,5816.79,11611.98,719.72,815707.44,1384.23,2.0
Other Kharif pulses,2022,Summer,Madhya Pradesh,3398.41,3438.51,719.72,556161.22,1574.09,1.01
Safflower,2022,Summer,Madhya Pradesh,4950.14,8591.84,719.72,663227.51,1830.05,1.74
Sannhamp,2022,Summer,Madhya Pradesh,955.82,1242.97,719.72,128732.14,359.02,1.3
Sunflower,2022,Summer,Madhya Pradesh,8719.84,19439.64,719.72,1448681.23,2996.39,2.23
Urad,2022,Summer,Madhya Pradesh,3506.94,4789.17,719.72,393532.56,904.15,1.37
Peas & beans (Pulses),2022,Summer,Madhya Pradesh,9839.68,11612.98,719.72,1465150.7,2628.19,1.18
other oilseeds,2022,Summer,Madhya Pradesh,7166.22,12417.31,719.72,706970.97,2435.27,1.73
Other Cereals,2022,Summer,Madhya Pradesh,8890.65,21804.78,719.72,1635988.07,3444.9,2.45
Cowpea(Lobia),2022,Summer,Madhya Pradesh,3723.78,6967.51,719.72,674940.52,1790.66,1.87
Oilseeds total,2022,Summer,Madhya Pradesh,7826.28,5420.89,719.72,776343.86,3164.55,0.69
Guar seed,2022,Summer,Madhya Pradesh,3276.62,2363.83,719.72,364696.32,1469.47,0.72
Other Summer Pulses,2022,Summer,Madhya Pradesh,3143.8,6539.27,719.72,303966.66,1379.39,2.08
Moth,2022,Summer,Madhya Pradesh,3732.51,6546.34,719.72,406792.75,1797.55,1.75
Arecanut,2022,Winter,Madhya Pradesh,5811.74,10041.86,719.72,1158187.99,1762.22,1.73
Arhar/Tur,2022,Winter,Madhya Pradesh,3125.94,2940.61,719.72,508092.53,1329.18,0.94
Castor seed,2022,Winter,Madhya Pradesh,8882.11,12472.55,719.72,1734796.09,2344.04,1.4
Cotton(lint),2022,Winter,Madhya Pradesh,7295.19,8509.26,719.72,799813.92,1650.68,1.17
Dry chillies,2022,Winter,Madhya Pradesh,4073.53,7102.97,719.72,465424.1,1391.93,1.74
Gram,2022,Winter,Madhya Pradesh,3200.15,4191.71,719.72,548404.0,1427.19,1.31
Jute,2022,Winter,Madhya Pradesh,7955.73,11543.01,719.72,1008666.04,1635.01,1.45
Linseed,2022,Winter,Madhya Pradesh,8700.75,7430.02,719.72,1254415.25,1981.2,0.85
Maize,2022,Winter,Madhya Pradesh,6690.62,26613.6,719.72,620679.29,3087.37,3.98
Mesta,2022,Winter,Madhya Pradesh,5076.58,5361.36,719.72,826577.85,1997.99,1.06
Niger seed,2022,Winter,Madhya Pradesh,1310.83,1068.75,719.72,154095.92,445.53,0.82
Onion,2022,Winter,Madhya Pradesh,3350.25,2742.86,719.72,645030.22,1365.33,0.82
Other Rabi pulses,2022,Winter,Madhya Pradesh,857.24,843.17,719.72,151368.6,426.87,0.98
Potato,2022,Winter,Madhya Pradesh,1176.83,53488.58,719.72,174785.98,278.24,45.45
Rapeseed &Mustard,2022,Winter,Madhya Pradesh,6520.29,10720.99,719.72,1278894.29,1622.29,1.64
Rice,2022,Winter,Madhya Pradesh,7131.01,24690.28,719.72,1101241.28,3392.63,3.46
Sesamum,2022,Winter,Madhya Pradesh,5349.99,6983.07,719.72,1043138.43,1545.55,1.31
Small millets,2022,Winter,Madhya Pradesh,5342.65,5833.32,719.72,478672.23,2455.9,1.09
Sugarcane,2022,Winter,Madhya Pradesh,1427.02,42696.45,719.72,137791.31,536.6,29.92
Sweet potato,2022,Winter,Madhya Pradesh,5573.63,13102.45,719.72,503824.47,1264.24,2.35
Tapioca,2022,Winter,Madhya Pradesh,366.75,452.39,719.72,29834.37,146.46,1.23
Tobacco,2022,Winter,Madhya Pradesh,5564.63,7489.27,719.72,523935.99,2481.73,1.35
Turmeric,2022,Winter,Madhya Pradesh,5948.94,9398.89,719.72,530753.71,2302.04,1.58
Wheat,2022,Winter,Madhya Pradesh,5029.73,15508.89,719.72,790868.19,1085.44,3.08
Bajra,2022,Winter,Madhya Pradesh,5172.36,4816.12,719.72,935243.4,1635.58,0.93
Black pepper,2022,Winter,Madhya Pradesh,8820.88,11699.4,719.72,997331.61,3968.78,1.33
Cardamom,2022,Winter,Madhya Pradesh,2512.49,3775.55,719.72,482140.38,897.59,1.5
Coriander,2022,Winter,Madhya Pradesh,7787.43,5863.98,719.72,710786.48,3483.7,0.75
Garlic,2022,Winter,Madhya Pradesh,6202.83,6846.19,719.72,857013.91,2761.54,1.1
Ginger,2022,Winter,Madhya Pradesh,610.43,467.38,719.72,104954.29,300.98,0.77
Groundnut,2022,Winter,Madhya Pradesh,9562.2,21567.67,719.72,1293760.31,2840.34,2.26
Horse-gram,2022,Winter,Madhya Pradesh,2630.53,4674.13,719.72,273106.94,1289.17,1.78
Jowar,2022,Winter,Madhya Pradesh,5593.46,4731.76,719.72,455465.88,1908.37,0.85
Ragi,2022,Winter,Madhya Pradesh,3188.38,3424.22,719.72,275069.94,677.26,1.07
Cashewnut,2022,Winter,Madhya Pradesh,2566.61,2608.15,719.72,245480.52,1240.23,1.02
Banana,2022,Winter,Madhya Pradesh,4004.45,112607.65,719.72,505476.97,1379.28,28.12
Soyabean,2022,Winter,Madhya Pradesh,7165.51,13304.71,719.72,1395292.7,1678.58,1.86
Barley,2022,Winter,Madhya Pradesh,2250.8,3010.16,719.72,320457.8,508.25,1.34
Khesari,2022,Winter,Madhya Pradesh,377.39,532.79,719.72,58633.12,156.02,1.41
Masoor,2022,Winter,Madhya Pradesh,5367.36,7904.67,719.72,438965.13,1308.74,1.47
Moong(Green Gram),2022,Winter,Madhya Pradesh,4850.05,4756.31,719.72,685928.48,2184.48,0.98
Other Kharif pulses,2022,Winter,Madhya Pradesh,1214.75,1295.41,719.72,166942.37,491.9,1.07
Safflower,2022,Winter,Madhya Pradesh,3833.82,8194.93,719.72,716327.63,974.28,2.14
Sannhamp,2022,Winter,Madhya Pradesh,8215.41,10643.05,719.72,1294802.77,2755.83,1.3
Sunflower,2022,Winter,Madhya Pradesh,2505.43,4827.46,719.72,477835.47,665.89,1.93
Urad,2022,Winter,Madhya Pradesh,2223.58,2374.63,719.72,286607.59,766.31,1.07
Peas & beans (Pulses),2022,Winter,Madhya Pradesh,6796.95,5649.88,719.72,661549.29,1994.53,0.83
other oilseeds,2022,Winter,Madhya Pradesh,7178.0,13500.72,719.72,727107.6,2399.5,1.88
Other Cereals,2022,Winter,Madhya Pradesh,9600.41,12569.32,719.72,1228979.27,2427.65,1.31
Cowpea(Lobia),2022,Winter,Madhya Pradesh,7944.77,12868.01,719.72,946414.18,3585.59,1.62
Oilseeds total,2022,Winter,Madhya Pradesh,4623.93,7061.13,719.72,626939.34,2217.47,1.53
Guar seed,2022,Winter,Madhya Pradesh,6372.06,7396.84,719.72,650418.44,2493.78,1.16
Other Summer Pulses,2022,Winter,Madhya Pradesh,2240.8,2665.01,719.72,342649.2,692.87,1.19
Moth,2022,Winter,Madhya Pradesh,9119.94,20024.45,719.72,913617.05,3498.64,2.2
Arecanut,2022,Whole Year,Maharashtra,8195.46,18555.3,1327.37,1065500.98,3424.33,2.26
Arhar/Tur,2022,Whole Year,Maharashtra,9970.82,23037.99,1327.37,1083949.15,4121.46,2.31
Castor seed,2022,Whole Year,Maharashtra,9999.59,20913.0,1327.37,1472169.51,3175.7,2.09
Cotton(lint),2022,Whole Year,Maharashtra,330.0,726.92,1327.37,39510.47,152.23,2.2
Dry chillies,2022,Whole Year,Maharashtra,9653.56,19877.03,1327.37,1792304.05,3188.5,2.06
Gram,2022,Whole Year,Maharashtra,7244.09,10097.41,1327.37,1011690.91,3241.55,1.39
Jute,2022,Whole Year,Maharashtra,3188.72,7239.94,1327.37,322201.06,890.63,2.27
Linseed,2022,Whole Year,Maharashtra,4757.68,10665.88,1327.37,489470.56,1373.96,2.24
Maize,2022,Whole Year,Maharashtra,6731.83,22069.67,1327.37,722423.78,1411.19,3.28
Mesta,2022,Whole Year,Maharashtra,9629.75,24151.74,1327.37,1836864.31,3669.63,2.51
Niger seed,2022,Whole Year,Maharashtra,901.67,1832.02,1327.37,82186.46,320.84,2.03
Onion,2022,Whole Year,Maharashtra,7637.1,20159.69,1327.37,951339.01,2607.59,2.64
Other Rabi pulses,2022,Whole Year,Maharashtra,1455.62,1438.84,1327.37,269573.93,342.22,0.99
Potato,2022,Whole Year,Maharashtra,547.34,30287.32,1327.37,85569.03,262.96,55.34
Rapeseed &Mustard,2022,Whole Year,Maharashtra,6560.73,13891.99,1327.37,865729.14,1888.72,2.12
Rice,2022,Whole Year,Maharashtra,6355.88,23774.6,1327.37,965087.02,2492.86,3.74
Sesamum,2022,Whole Year,Maharashtra,6725.07,8993.31,1327.37,1280223.24,2787.45,1.34
Small millets,2022,Whole Year,Maharashtra,697.83,1327.5,1327.37,122716.0,148.49,1.9
Sugarcane,2022,Whole Year,Maharashtra,6093.44,394079.1,1327.37,571322.32,1596.15,64.67
Sweet potato,2022,Whole Year,Maharashtra,7212.47,9281.62,1327.37,900912.38,2617.62,1.29
Tapioca,2022,Whole Year,Maharashtra,2262.23,3015.11,1327.37,190940.18,760.57,1.33
Tobacco,2022,Whole Year,Maharashtra,663.71,985.63,1327.37,113986.83,191.03,1.49
Turmeric,2022,Whole Year,Maharashtra,3295.02,7117.98,1327.37,607718.17,694.75,2.16
Wheat,2022,Whole Year,Maharashtra,6973.74,18808.58,1327.37,949078.3,2350.85,2.7
Bajra,2022,Whole Year,Maharashtra,2130.04,2422.9,1327.37,281841.42,857.06,1.14
Black pepper,2022,Whole Year,Maharashtra,527.3,945.22,1327.37,84184.72,212.33,1.79
Cardamom,2022,Whole Year,Maharashtra,5798.49,12353.75,1327.37,601521.78,2873.43,2.13
Coriander,2022,Whole Year,Maharashtra,9344.45,12332.22,1327.37,1357515.87,3983.07,1.32
Garlic,2022,Whole Year,Maharashtra,6280.16,13089.83,1327.37,1077529.73,1925.09,2.08
Ginger,2022,Whole Year,Maharashtra,2460.84,5713.62,1327.37,466233.64,1190.53,2.32
Groundnut,2022,Whole Year,Maharashtra,1580.35,1961.98,1327.37,148380.12,628.52,1.24
Horse-gram,2022,Whole Year,Maharashtra,764.04,1643.67,1327.37,133188.29,339.78,2.15
Jowar,2022,Whole Year,Maharashtra,7141.69,13685.03,1327.37,686173.74,3460.57,1.92
Ragi,2022,Whole Year,Maharashtra,8374.32,7813.48,1327.37,908370.55,2504.3,0.93
Cashewnut,2022,Whole Year,Maharashtra,1066.16,1422.38,1327.37,181283.62,425.68,1.33
Banana,2022,Whole Year,Maharashtra,748.47,34411.22,1327.37,98880.75,247.65,45.98
Soyabean,2022,Whole Year,Maharashtra,2583.9,6411.59,1327.37,504849.24,600.59,2.48
Barley,2022,Whole Year,Maharashtra,4773.73,10347.39,1327.37,525439.25,1261.18,2.17
Khesari,2022,Whole Year,Maharashtra,5262.21,7345.27,1327.37,934813.99,2338.46,1.4
Masoor,2022,Whole Year,Maharashtra,340.27,715.15,1327.37,35534.34,131.2,2.1
Moong(Green Gram),2022,Whole Year,Maharashtra,7656.96,15376.83,1327.37,1349295.9,2934.91,2.01
Other Kharif pulses,2022,Whole Year,Maharashtra,338.9,631.27,1327.37,45944.42,111.7,1.86
Safflower,2022,Whole Year,Maharashtra,9135.9,23993.88,1327.37,1283158.71,4437.47,2.63
Sannhamp,2022,Whole Year,Maharashtra,4420.21,5276.22,1327.37,618737.1,1768.37,1.19
Sunflower,2022,Whole Year,Maharashtra,8275.89,12486.64,1327.37,1344521.6,2416.38,1.51
Urad,2022,Whole Year,Maharashtra,2661.7,2644.77,1327.37,358017.83,1193.98,0.99
Peas & beans (Pulses),2022,Whole Year,Maharashtra,7536.16,11096.86,1327.37,1450700.76,1682.83,1.47
other oilseeds,2022,Whole Year,Maharashtra,7516.28,17752.27,1327.37,835753.74,2034.34,2.36
Other Cereals,2022,Whole Year,Maharashtra,861.05,1461.05,1327.37,111704.57,385.81,1.7
Cowpea(Lobia),2022,Whole Year,Maharashtra,8098.23,7058.67,1327.37,1179988.92,3340.98,0.87
Oilseeds total,2022,Whole Year,Maharashtra,2637.46,3274.55,1327.37,357235.53,814.05,1.24
Guar seed,2022,Whole Year,Maharashtra,4837.0,8554.13,1327.37,536436.75,1034.92,1.77
Other Summer Pulses,2022,Whole Year,Maharashtra,2037.07,1915.19,1327.37,320741.92,949.44,0.94
Moth,2022,Whole Year,Maharashtra,7148.14,16635.47,1327.37,1109489.04,2995.84,2.33
Cotton(lint),2022,Kharif,Maharashtra,9409.27,9798.89,1327.37,892023.93,2775.47,1.04
Maize,2022,Kharif,Maharashtra,9069.12,37680.47,1327.37,1276067.75,3653.19,4.15
Rice,2022,Kharif,Maharashtra,1119.5,7143.05,1327.37,153668.86,490.74,6.38
